UniqueCount	AmbigCount
26	14
20	12
1	3
0	18
4	16
0	0
1	6
4	12
9	5
0	18
8	11
10	19
6	0
1	8
1	7
5	1
0	1
0	0
7	0
9	4
0	3
0	0
0	0
4	5
0	5
0	4
0	0
2	80
0	174
0	227
2	81
2	2
9	91
0	136
8	100
3	0
42	254
24	253
2	237
0	228
20	298
36	98
0	275
78	260
19	98
8	1
0	2
2	2
4	11
0	5
0	8
3	10
27	4
0	64
0	33
1	81
0	75
6	1
0	81
0	39
8	61
0	49
1	91
15	49
1	81
0	100
0	4
0	75
4	41
9	15
0	61
0	54
0	79
0	59
3	67
140	77
1	1
3	1
0	6
7	12
0	2
1	9
3	6
0	3
3	5
0	5
0	0
0	139
0	153
47	139
3	153
0	7
0	1
15	0
25	8
7	8
0	0
25	0
7	2
0	2
0	0
2	1
0	1
0	0
1	1
0	1
0	2
1	0
0	0
0	2
21	4
0	10
0	6
1	7
0	9
0	3
0	3
2	21
3	21
0	15
2	24
9	4
13	2
2	0
0	4
0	2
0	8
0	6
1	8
5	7
0	4
2	6
4	0
2	0
0	1
1	6
0	9
3	2
2	0
0	1
0	0
0	0
2	0
1	0
0	4
6	0
0	1
0	3
0	3
0	4
8	0
0	0
0	3
1	3
1	0
8	0
4	0
18	0
0	2
0	1
0	1
2	1
0	1
0	17
1	4
5	9
8	2
0	16
7	9
0	9
2	1
0	2
2	2
2	2
0	8
0	0
0	0
0	0
7	19
0	6
0	3
232	43
0	0
6	10
0	7
2	22
5	51
0	7
30	51
3	11
3	11
0	0
0	3
0	4
0	3
0	3
3	4
1	4
0	6
0	17
0	17
0	16
1	79
322	21
0	6
1	20
19	9
0	75
25	0
20	4
1	5
7	80
88	2
6	74
5	97
0	58
0	59
6	0
0	1
0	1
23	3
0	0
15	24
5	24
1	0
12	0
0	16
0	0
0	0
0	16
0	16
0	0
9	1
3	1
0	1
1	1
3	1
0	1
0	2
0	1
2	2
0	7
22	11
1	4
1	2
5	8
1	26
0	13
45	3
0	2
0	12
5	12
0	4
0	2
2	0
1	6
3	9
0	22
0	0
0	2
29	2
0	0
6	0
0	0
0	0
23	0
9	1
12	4
0	16
2	10
0	14
6	3
21	4
39	7
0	1079
0	1337
0	3
0	1253
83	1032
3	661
37	48
0	1231
0	1057
0	356
20	35
0	3
5	1060
0	1155
6	0
0	3
0	14
0	7
0	5
0	12
0	0
5	0
0	3
15	1
0	9
0	1
0	0
4	15
0	13
14	0
19	2
1	2
8	15
0	25
1	19
0	20
1	24
13	7
2	0
0	0
0	1
0	1
3	2
0	3
2	5
9	2
0	2
0	0
0	0
0	8
4	0
0	3
9	8
1	0
0	13
0	8
1	0
9	13
0	0
5	10
2	22
0	27
9	5
15	24
0	17
6	20
1	8
0	19
0	22
1	10
0	36
3	0
0	0
0	0
0	0
1	1
1	77
3	40
46	89
2	0
2	87
3	3
0	6
6	4
0	28
62	73
19	34
3	74
0	47
45	40
2	23
1	43
0	57
66	14
1	7
4	35
1	27
89	20
0	44
15	3
2	2
5	1
0	1
1	1
11	0
6	0
17	0
7	2
0	0
3	0
0	0
6	3
0	0
0	0
0	0
0	2
0	2
1	6
1	6
0	7
0	6
1	4
4	5
2	0
0	0
0	34
0	42
0	22
0	28
2	29
3	22
1	58
1	60
0	23
32	85
1	34
1	38
4	83
34	51
3	72
4	105
0	23
69	64
15	58
1	73
8	72
2	22
13	35
2	23
2	0
12	3
0	11
4	7
0	14
0	18
1	2
0	1
2	4
3	3
0	0
0	1
7	0
0	2
0	5
8	5
23	4
8	4
8	0
0	0
0	0
0	5
0	4
0	4
4	0
3	1
0	0
2	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	201
1	27
19	1
122	879
0	17
0	539
0	205
0	163
0	1
0	193
0	181
0	36
0	32
1	9
0	3
0	193
0	25
2	0
0	1
0	1
9	1
3	5
12	6
0	8
0	8
0	0
0	0
1	0
0	0
0	0
0	0
1	0
0	7
0	0
1	21
0	1
0	1
1	2
0	1
0	0
5	3
0	2
8	0
0	2
0	21
1	0
2	0
0	0
2	1
0	0
0	0
0	0
0	0
0	4
2	0
0	4
0	0
2	1
2	0
0	0
0	0
11	14
2	14
1	0
0	0
3	0
1	2
0	1
0	0
0	0
7	15
8	6
2	15
0	0
1	0
10	3
0	1
0	0
0	5
0	5
0	0
11	16
8	16
0	0
0	0
0	0
0	4
2	0
4	0
7	11
1	11
0	3
0	3
0	0
0	3
0	3
3	0
0	0
0	0
0	0
1	0
0	1
0	1
0	1
2	0
0	0
1	1
0	1
0	0
2	0
2	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	0
7	0
0	0
2	8
0	11
11	3
21	11
2	12
0	11
8	2
0	9
5	2
12	0
14	8
0	8
6	0
5	0
0	5
0	4
0	5
3	5
3	1
0	0
0	0
0	0
0	0
0	0
3	3
40	3
0	0
0	0
0	0
0	0
0	0
0	2
1	0
4	2
0	0
0	0
8	0
4	0
0	0
16	6
2	6
0	0
0	0
16	0
0	0
0	0
4	0
1	0
1	1
1	1
0	0
3	0
0	0
0	0
0	0
3	0
1	2
1	1
2	0
0	0
0	3
5	0
6	1
3	1
2	0
3	0
0	0
0	2
0	10
0	9
1	1
5	1
0	0
0	0
0	3
0	3
1	3
4	6
0	1
0	6
0	6
0	0
0	0
0	1
0	1
0	0
3	0
4	0
2	0
0	0
1	4
8	0
2	0
0	0
4	0
10	1
0	1
0	0
0	0
