UniqueCount	AmbigCount
8	3
6	4
1	5
0	0
0	0
1	0
0	0
1	0
4	0
2	0
11	207
0	351
283	350
81	6
15	6
3	0
1	0
0	0
0	5
4	6
4	6
1	0
1	0
0	0
3	0
0	0
0	0
2	0
0	1
0	1
2	1
10	1
0	10
0	7
8	6
3	45
0	86
0	36
0	93
0	17
3	5
1	51
0	24
0	118
0	35
2	58
4	9
0	12
1	37
7	0
0	1
0	1
2	0
0	1
3	1
0	3
1	3
2	3
0	3
0	1
1	0
0	3
6	3
1	0
0	23
0	5
4	44
0	5
0	6
6	37
1	7
2	5
7	21
2	40
6	4
0	37
0	44
2	0
0	0
0	0
7	1
4	0
1	0
4	0
0	6
0	5
4	10
3	5
0	10
6	3
2	1
0	0
4	0
8	11
0	11
2	3
5	6
2	0
15	0
0	4
0	0
0	0
6	8
5	4
2	8
1	0
17	0
4	3
3	3
2	3
0	4
3	4
1	0
0	4
3	4
9	0
0	0
1	0
1	4
0	2
0	0
0	0
0	0
1	1
0	0
0	0
0	1
8	0
0	0
0	0
0	0
0	0
1	0
7	3
2	3
3	3
0	0
5	0
1	4
2	0
2	4
0	0
0	0
0	2
3	2
0	0
0	0
4	1
0	1
1	1
15	2
0	2
5	1
3	0
9	1
0	2
10	3
0	1
3	3
0	2
1	2
0	1
0	0
4	0
31	5
2	5
0	0
11	1
14	7
4	7
0	7
0	7
7	6
0	19
0	19
0	19
0	19
0	19
1	6
68	6
8	0
0	0
4	0
1	1
12	0
0	1
1	0
12	4
0	0
8	1
1	3
21	1
35	0
1	5
0	3
0	0
0	0
3	1
0	0
2	0
7	0
2	0
9	4
0	4
12	0
3	0
3	5
0	5
0	0
0	0
1	8
3	4
1	3
0	2
0	8
5	5
4	6
3	6
11	2
0	0
3	0
1	2
0	4
0	3
8	2
40	4
2	0
7	0
10	4
1	5
7	5
3	6
3	6
3	201
1	200
0	1
0	1
0	0
1	0
0	0
2	0
0	0
36	0
10	0
8	1
1	0
2	0
0	0
1	0
16	1
0	1
2	0
1	0
