UniqueCount	AmbigCount
0	0
30	13
0	5
0	12
5	7
0	9
0	1
0	1
2	7
1	2
0	1
1	6
1	6
3	0
0	1
5	1
0	0
0	8
0	0
1	0
0	0
39	36
0	13
1	9
76	27
0	0
1	1
0	1
8	36
0	27
0	1
28	32
22	19
0	20
0	1
0	1
0	2
0	1
8	1
10	1
1	1
0	14
0	21
0	28
0	21
0	120
90	23
0	7
7	25
4	14
0	113
6	3
2	1
2	2
19	37
295	23
26	66
0	48
0	66
23	85
263	3
3	3
0	3
69	4
21	1
61	24
39	24
0	4
1	0
7	52
0	3
0	2
2	52
0	49
9	0
12	2
5	0
1	2
6	1
7	8
1	15
0	11
1	16
0	10
2	2
7	2
0	0
3	3
7	16
0	17
0	12
34	9
0	8
1	17
2	11
0	17
0	2
0	15
0	24
2	25
0	17
0	11
13	5
22	5
0	2
7	0
0	0
0	0
0	0
0	2
17	10
0	18
7	12
3	15
4	10
0	11
1	9
0	3523
0	2087
0	13
0	2018
24	3303
1	2007
11	23
0	2534
0	4039
0	494
8	33
1	14
180	3031
19	3623
3	0
0	14
0	22
0	14
0	17
0	19
0	0
1	0
1	5
18	4
3	1
0	17
3	17
0	3
1	4
5	0
1	2
8	2
5	14
1	30
3	26
4	16
0	29
2	5
0	0
0	0
0	4
0	4
0	4
0	4
0	4
5	15
48	15
0	4
0	4
0	0
0	1
2	7
0	8
4	2
0	7
1	1
0	0
3	7
0	0
2	7
1	19
1	22
5	9
18	18
0	13
10	12
5	9
0	13
0	21
1	9
0	24
0	0
0	0
0	0
0	0
0	1
1	9
1	5
2	9
0	0
0	10
2	2
0	3
0	2
5	5
0	9
0	3
0	12
0	6
1	5
0	7
0	7
0	6
0	6
13	5
1	5
1	7
0	3
0	6
41	26
1	13
4	3
2	4
0	0
1	0
23	2
54	0
2	2
0	0
7	0
0	0
1	3
0	0
1	1
0	1
1	4
3	5
3	1
1	1
0	1
0	1
0	0
1	0
0	0
0	0
1	31
0	34
6	23
0	29
1	25
0	22
0	36
1	37
0	17
19	53
2	42
0	30
1	47
15	26
1	58
0	60
0	25
0	39
7	31
0	47
0	48
3	25
9	10
0	26
2	0
7	3
0	6
4	7
20	12
0	15
2	1
0	0
4	0
3	0
2	0
0	0
6	0
4	10
4	10
8	10
77	5
1	5
30	1
40	0
4	4
0	2
0	1
1	2
3	4
12	1
1	3
10	1
1	16
16	15
6	12
0	2
0	4
1	3
1	2
0	9
0	13
33	7
0	19
1	12
3	19
0	6
0	12
71	5
0	37
0	9
0	34
0	37
4	6
1	7
0	19
0	47
31	0
0	5
0	3
6	2
9	6
4	7
0	0
0	0
0	0
0	0
0	0
0	0
9	4
0	4
0	0
0	7
0	5
5	8
1	7
0	3
0	6
0	5
1	1
1	9
0	10
0	4
0	12
0	5
1	0
1	0
61	0
11	0
1	0
12	0
0	0
0	1
0	44
0	3
1	46
1	3
6	1
7	1
0	0
0	0
0	3
0	3
0	0
0	0
14	0
8	0
0	0
10	0
12	0
11	6
1	3
1	5
0	0
0	0
0	0
4	4
0	4
0	1
1	1
0	2
2	2
23	2
6	1
0	0
0	4
0	5
7	0
0	0
13	18
6	18
0	0
0	2
3	0
0	0
0	2
0	3
6	3
1	0
0	0
1	0
0	2
0	2
0	2
2	1
0	0
0	2
3	0
1	2
0	0
3	0
1	2
0	1
0	0
13	0
0	0
0	0
1	1
0	3
0	1
0	0
5	0
3	4
0	4
2	4
1	4
2	4
0	9
0	4
0	7
1	0
18	1
29	10
0	10
7	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	19
1	15
8	16
0	21
0	0
4	0
0	3
20	3
0	3
0	0
0	0
8	0
0	0
8	6
0	1
3	6
12	39
0	34
4	0
3	6
2	1
0	0
0	0
29	0
7	0
0	0
2	1
1	0
2	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	4
3	4
4	2
0	1
0	4
3	6
3	3
2	3
8	1
17	0
0	0
1	5
0	8
2	3
0	0
1	3
0	0
0	0
1	4
0	8
3	8
0	12
0	0
2	11
2	9
1	1
1	1
0	12
3	1
32	11
0	0
0	0
2	0
0	0
1	0
18	0
9	0
3	0
11	0
4	3
0	3
0	0
0	0
