UniqueCount	AmbigCount
0	36
39	0
34	2
16	10
41	5
2	0
11	4
0	11
2	9
0	14
0	6
9	14
4	24
9	10
728	748
10	25
0	38
0	14
54	14
0	9
0	19
5	24
0	8
5	745
0	6
1	26
0	26
0	32
0	9
0	0
0	0
36	3
0	0
0	5
48	5
3	2
1	8
17	13
0	31
13	15
4	34
3	15
1	14
0	14
0	69
0	75
0	30
0	105
5	45
0	40
20	27
0	80
0	44
0	26
18	24
2	30
0	42
0	41
9	0
0	16
2	76
2	46
0	33
1	59
2	0
13	0
0	13
1	0
1	35
1	11
0	10
29	73
1	61
5	0
6	9
21	9
5	41
3	72
11	65
10	48
7	70
7	10
3	2
0	0
0	6
0	6
2	4
12	3
3	6
7	3
0	3
0	3
0	3
0	5
3	7
0	8
26	16
3	4
0	14
1	4
2	3
1	10
0	0
24	27
0	62
1	115
9	23
16	67
0	29
11	21
8	18
0	32
0	75
1	20
0	105
1	0
0	0
0	0
0	0
9	4
7	34
7	28
4	39
12	0
18	45
5	14
7	8
0	15
0	13
0	40
0	8
2	18
0	22
4	24
0	8
1	13
0	22
10	6
1	5
5	21
18	12
0	16
19	11
0	0
5	1
4	3
1	4
5	0
16	0
33	2
1	1
4	2
0	1
1	3
9	3
11	6
0	0
1	1
0	1
0	6
3	7
1	12
0	25
0	42
3	25
0	10
7	25
4	1
12	1
0	48
1	61
1	42
0	46
5	45
4	41
0	70
0	72
0	51
21	73
1	58
0	84
7	111
10	42
2	89
3	171
0	32
2	53
24	55
1	135
0	76
1	26
6	27
0	29
9	0
11	10
0	17
3	12
7	17
3	20
39	7
0	0
0	0
2	0
3	0
1	1
5	0
0	5
16	9
2	8
36	13
42	13
3	3
81	1
0	2
0	4
1	3
5	4
3	2
14	1
4	2
2	4
2	8
6	8
14	7
0	2
0	47
8	46
3	2
0	18
0	16
24	5
0	37
2	93
1	28
0	106
0	29
0	5
0	39
0	22
0	122
0	34
4	57
5	19
2	106
0	123
12	0
0	7
0	6
1	0
1	5
6	5
0	1
0	0
4	5
2	5
22	2
0	0
0	0
0	0
0	0
0	26
0	9
4	31
0	8
0	10
2	9
0	16
3	3
1	9
1	21
1	10
0	26
0	23
9	0
3	0
0	0
14	2
0	0
7	0
2	0
0	3
0	11
3	4
1	11
0	4
8	7
6	1
0	0
1	0
0	4
1	4
5	7
0	8
0	0
57	2
14	8
0	0
0	0
1	5
1	1
4	3
2	0
0	0
18	6
3	2
8	1
6	7
2	7
2	0
1	8
46	8
5	1
0	0
1	3
2	4
6	2
0	0
0	0
0	0
2	20
0	18
1	8
0	9
0	7
0	0
0	0
7	0
0	0
1	0
0	9
4	7
0	9
0	1
15	0
1	2
0	2
0	0
1	0
3	0
2	4
12	5
3	0
0	1
6	1
0	1
1	0
6	9
5	3
3	1
0	0
0	13
0	12
8	13
1	13
4	18
0	18
2	12
0	12
1	2
1	1
14	7
3	7
0	0
2	1
8	19
0	17
8	19
10	19
1	0
0	13
0	15
0	13
1	15
0	13
3	9
8	9
16	4
2	4
9	2
11	1
1	0
0	0
1	0
7	7
0	0
14	6
0	10
30	8
6	0
11	9
1	7
0	0
0	0
0	0
0	1
0	1
3	0
0	0
2	6
0	6
35	0
0	0
2	3
1	3
0	1
2	0
1	8
1	3
1	1
1	0
0	5
8	8
9	9
5	8
9	0
0	0
2	0
7	4
0	7
1	4
4	7
26	1
24	0
26	0
33	11
1	38
23	38
2	34
4	4
1	21
1	18
2	8
3	8
0	1
0	1
0	0
1	0
16	0
6	0
0	0
2	1
0	0
0	0
1	0
0	0
5	2
2	2
1	6
2	6
