UniqueCount	AmbigCount
1	4
2	26
196	10
8	51
0	30
1	45
4	55
13	2
5	39
23	39
9	3
51	3
14	12
15	12
0	4
0	0
4	10
0	6
13	5
5	10
10	5
111	0
11	1
5	6
9	3
20	0
30	18
0	15
0	21
0	14
1	19
0	7
4	10
0	3
0	7
6	16
0	32
8	26
33	14
1	13
1	26
6	14
0	11
0	4
0	10
0	16
0	21
0	32
0	8
3	1
0	1
10	3
0	0
0	3
15	3
15	2
0	6
18	8
0	22
14	17
5	22
6	12
6	11
3	12
0	1662
0	1006
0	9
0	1016
5	1600
0	914
2	11
0	1215
0	1861
0	300
3	16
1	12
56	1503
5	1664
1	0
0	16
1	42
0	21
0	20
1	38
0	0
10	0
0	24
0	2
0	41
0	10
0	8
21	83
0	61
4	0
4	7
19	8
6	36
0	88
30	88
3	41
3	76
11	4
1	0
0	0
1	7
0	7
0	5
0	3
0	5
2	0
0	0
1	4
1	4
0	4
0	0
3	16
27	6
0	0
0	13
2	1
0	0
8	13
0	0
0	7
0	49
0	46
10	7
14	45
0	22
3	16
18	11
0	26
0	48
2	16
0	49
0	0
0	0
0	0
0	0
5	2
0	5
1	5
2	6
1	1
0	7
2	1
0	2
0	2
0	2
0	6
0	1
1	4
0	0
0	5
0	3
0	2
0	1
1	1
4	3
3	5
2	3
0	2
1	2
3	10
1	4
8	8
29	9
149	3
2	0
18	5
3	0
1	0
0	1
7	1
0	1
16	5
0	11
1	12
42	14
1	24
1	25
17	11
1	13
0	28
0	13
0	7
19	20
3	4
7	4
0	49
0	59
10	35
0	44
5	45
5	33
0	65
0	65
1	24
9	67
4	70
0	51
13	61
4	35
3	102
1	86
0	31
5	59
3	32
1	87
1	62
1	42
49	36
4	41
1	0
8	5
0	17
3	20
23	22
2	29
0	0
4	3
3	4
3	1
3	0
36	3
4	0
0	3
0	7
3	8
53	11
2	12
4	3
20	0
1	3
0	10
9	13
1	13
0	3
2	0
3	2
47	3
0	14
3	8
9	13
5	7
0	26
5	24
2	4
0	13
0	12
11	9
0	17
1	63
1	13
0	69
0	13
1	8
0	38
0	18
0	88
0	32
2	50
1	13
1	76
0	95
96	0
30	23
0	22
2	3
5	8
12	10
0	14
2	12
3	0
1	0
0	0
0	0
1	0
0	0
0	1
0	14
0	6
2	15
0	2
0	12
0	7
0	11
0	3
4	6
1	26
1	17
0	23
0	4
3	0
1	0
11	0
2	2
0	0
17	0
36	0
1	7
0	6
3	8
0	5
0	8
8	2
16	0
3	0
0	0
1	1
0	1
2	17
4	18
2	0
21	0
9	6
0	0
0	0
1	5
0	1
3	5
38	1
0	0
8	8
0	4
11	4
0	8
0	8
1	0
0	0
2	0
3	1
6	1
10	3
3	4
1	0
0	0
1	1
0	1
0	4
0	20
0	1
11	4
0	20
0	0
0	0
5	0
2	0
7	0
0	5
1	4
0	5
4	2
11	1
4	3
3	2
1	2
19	0
4	0
9	1
0	5
2	1
0	1
8	3
0	4
8	2
2	9
0	4
0	0
2	0
18	4
0	6
4	10
2	9
5	6
1	8
1	10
0	5
3	4
7	1
9	2
0	1
0	0
1	0
1	3
0	3
3	3
4	3
8	0
0	86
3	57
0	36
22	48
1	92
0	4
2	2
0	2
0	2
2	10
96	0
0	0
0	0
1	0
5	10
30	3
12	8
0	13
16	6
5	0
5	15
1	8
0	0
1	0
0	0
4	0
4	0
5	1
0	0
0	5
0	5
0	0
1	0
1	0
3	0
2	0
0	0
2	8
3	1
7	1
4	1
0	5
2	5
3	6
1	6
10	0
3	0
0	0
20	14
0	14
1	5
1	3
14	4
0	0
0	0
6	6
0	26
9	26
10	28
2	2
0	8
1	6
0	1
0	1
0	2
0	2
0	0
0	0
0	0
2	1
1	0
9	0
0	0
0	0
0	0
3	0
25	7
0	7
20	4
0	4
